title,content,published_at,source,topic
BTS: Kim Namjoon aka RM REACTS as details of a personal temple visit get leaked; reminds people to value his privacy like a boss,"BTS members value their private lives immensely. RM aka Kim Namjoon is the one who shares a lot with ARMY. Fans get to see almost every art exhibit in Korea due to his Instagram. He also posts from his travels and trips in and across the world. But still he believes that there should be a boundary. BTS leader RM aka Kim Namjoon recently visited the famous Hwaemosa Temple of Korea. It is close to the Jirisan Mountain and has a complex of temples under the Jogye order of Buddhism. He had gone with his close friend, San Yawn of Balming Tiger. Fans might have seen him in the Sexy Nukim video Now, Korean media reported the details of the visit and said that he was in regular contact with one of the monks here. It seems he spent the night at the monastery soaking into the Buddhist culture. A couple of pics were also released of Namjoon and San Yawn sitting with the monks. It seems he met Venerable Deokmon of the temple. The global icon can be seen in a black hoodie. They are also reported that he donates 500 bags every year for kindergarten kids in the Philippines. Now, it looks like RM aka Kim Namjoon of BTS is not impressed with such detailed coverage of the place. He wrote that if things are meant to be low key then they should be kept low key on his Insta stories. He said he would visit some other temple next time around. In fact, he also deleted his Instagram posts from that visit In fact, people had begun speculating if he is a Buddhist or just interested in the philosophy after seeing the pics. The monks apparently said that he came to do some contemplation and seek inspiration for new music. ARMY is upset with how casually people disregard his requests It is a little disappointing given how Namjoon aka RM shares the most with fans. Maybe they should have asked him for consent at least. In fact, details of his conversation with the monk was also released. He was asked about his view on joining military service. It seems he said he should fulfill duty first and then ask for rights. Well, ARMY is sending love to the BTS leader",2023-01-05T05:41:50Z,1,1
Suga may not enlist as active-duty soldier for South Korean military service,"BTS member Suga might not enlist as an active-duty soldier for South Korea's mandatory military service  As per several reports, due to his left shoulder surgery in 2020 Suga will be assigned as a public service worker  Now, BTS agency BigHit Music has reacted to the reports  (Also Read | Jin gets farewell from RM, Suga, J-Hope, Jimin, V, Jungkook as he begins military service; leaves note for BTS ARMY)As per news agency Yonhap, Suga 'will carry out his military service as a social service agent'  It added that the rapper was assigned to be a social service agent instead of an active-duty soldier but details regarding his enlistment are not yet known On Tuesday, Soompi quoted BigHit Music as saying, “BTS members plan to serve in the military sequentially according to their own plans  It is difficult to confirm the artist’s personal information ”Talking about Suga's surgery, BigHit Music had earlier released an official statement, “Suga also felt that it was important for him to restore himself to good health to prepare for his mandatory military service as well as his post-service musical career  After extensive discussion with the company, the decision was made to undergo the surgical procedure ”As per Korea Herald, in South Korea serving as a social service agent is an alternative form of military service  It can be done by those who are unable to serve in a military base as soldiers due to factors including health, and family situations  It added that social service agents ‘serve in one of the government agencies and welfare institutes--schools, government buildings, local parking lots, nursing homes and subway stations'  The service is three months longer than the Korean Army--21 months, including three weeks of basic military training Suga, born in 1993, will turn 30 in March 2023  He debuted with BTS members Jin, RM, J-Hope, Jimin, V, and Jungkook in 2013  In 2016, he released his first solo mixtape, Agust D  In 2020, he released his second solo mixtape, D-2  After his surgery in November 2020, Suga took a break  He resumed activities in January 2021, beginning with a performance at the 35th Golden Disc Awards BTS members have already started with mandatory military service  Jin, the eldest member of the group, joined the South Korean military on Tuesday  His group members posed for pictures with him before he entered his boot camp",2022-12-13T08:00:00Z,2,11
"BTS, Stray Kids, LE SSERAFIM, TWICE and more take the top spots on Billboard’s World Albums Chart","LE SSERAFIM:&nbsp;

According to the latest chart, LE SSERAFIM&rsquo;s 2nd mini album ANTIFRAGILE entered the Billboard 200 at number 14 and reached number one on the world album and number three on top album sales and top current album sales  The title song of the same name as the album ranked 38th on the Billboard Global 200 and 26th on the Billboard Global (excluding the US), which is an increase of 41 and 16 places, respectively, compared to the previous week  The song showed off its worldwide popularity by ranking 10th in World Digital Song Sales and 96th in Canada&#39;s Hot 100  In addition, LE SSERAFIM ranked 39th on the Artist 100, recording the highest ranking among the newly charted artists that day 

ENHYPEN:&nbsp;

ENHYPEN has posted a total of 10 songs on the &#39;Hot Trending Songs&#39; weekly chart over the past year, becoming the artist with the most songs on this chart worldwide  ENHYPEN entered the Billboard main album chart &#39;Billboard 200&#39; on August 13 with their 3rd mini album &#39;MANIFESTO: DAY 1&#39; and entered the 6th place, their highest ranking, on the chart for a total of 7 weeks  It has set its own new record, a period chart 

BTS:&nbsp;

BTS&rsquo; &#39;Proof&#39; ranked 52nd on the &#39;Billboard 200&#39; This album, which had been running backwards for the third week and ranked 46th last week, dropped six places this week, but entered the &#39;Billboard 200&#39; for 20 weeks in a row  (G)I-DLE&#39;s 5th mini album &#39;I love&#39; was ranked 71st on the Billboard 200 this week  The album&#39;s representative title song &#39;Nude (Nxde)&#39; also ranked 13th on the Billboard World Digital Song Sales Chart, and also ranked 198th on the Billboard Global Chart  This achievement is even more meaningful in that it is (G)I-DLE&#39;s first entry into the Billboard main chart after their debut, and it was achieved solely through (G)I-DLE&#39;s music, not through a major record label in the United States 

NCT 127, TWICE, Stray Kids:&nbsp;

NCT 127&rsquo;s studio album &lsquo;2 Baddies&rsquo; ranked No  7 in its sixth consecutive week on the chart  TWICE&rsquo;s &lsquo;BETWEEN 1&amp;2&rsquo; is at no  6 for the 9th consecutive week  Stray Kid&rsquo;s &lsquo;Maxident&rsquo; is at no  2 for 3 weeks, making a personal record!&nbsp;

ALSO READ: Jessi&rsquo;s latest release &lsquo;Zoom&rsquo; becomes her first track to cross 100 million streams on Spotify

Stay updated with the latest Hallyu news on:&nbsp;Instagram,&nbsp;YouTube,&nbsp;Twitter,&nbsp;Facebook&nbsp;and&nbsp;Snapchat

What do you think of the achievement? Let us know in the comments below &nbsp;
",2022-11-02T07:00:00Z,3,16
"Winners of 2022 MAMA Awards Day 1: BTS, TXT, Stray Kids, IVE and more grab trophies","On November 29, 2022 MAMA Awards kicked off its day 1 celebration with impressive and charismatic performances by various artists  Not only did the artists deliver powerful performances but also won the well deserved awards  This year&#39;s MAMA Awards ceremony took place in Osaka, Japan at the Kyocera Dome  The dome was filled with enthusiastic K-pop fans who looked forward to the big night &nbsp;

MAMA Awards 2022 Day 1

The MAMA Awards, which are considered to be one of the most prestigious awards in K-pop, witnessed few interesting collaboration stages and energetic performances by different artists  Many stars walked the Red Carpet serving us with their visuals and fashionable looks  K-pop idol Jeon Somi hosted the day 1 of the awards night as she charmed the fans with her special performance  Actor Park Bo Gum will be hosting the Day 2 of MAMA Awards 

Here is a list of all the winners of Day1:

Yogibo Worldwide Icon of the Year: BTS

Worldwide Fans Choice: Stray Kids, SEVENTEEN, TXT, GOT7, TREASURE, PSY, NCT DREAM, ENHYPEN, BTS, BLACKPINK

Favorite New Artist: IVE, NMIXX, LE SSERAFIM, Kep1er

Yogibo Chill Artist: Stray Kids

Favorite Asian Artist: JO1

Congratulations to all the winners! Stay tuned for the updates on MAMA Awards 2022 Day 2 &nbsp;

Stay updated with the latest Hallyu news on: Instagram, YouTube, Twitter, Facebook and Snapchat
ALSO READ: K-pop’s most adorable couple HyunA and DAWN break up as the former announces split",2022-11-30T08:00:00Z,3,16
Stray Kids becomes the only artist in 2022 to top the Billboard 200 with two albums,"Stray Kids on Billboard 200 and Artist 100:&nbsp;

On October 18th, Stray Kids topped the Billboard main chart &#39;Billboard 200&#39; and &#39;Artist 100&#39; on October 22 with the mini album &#39;Maxident&#39; and the title song &#39;Case 143&#39;  occupied The &#39;Top Current Album Sales&#39;, &#39;Top Album Sales&#39;, &#39;World Album&#39;, and &#39;World Digital Song Sales&#39; charts also climbed to the top  Stray Kids topped the Billboard 200 and Artist 100 with their previous work, &#39;ODDINARY&#39; in March  In particular, after 4 years of debut, it entered the &#39;Billboard 200&#39; for the first time and rose to the top at the same time, demonstrating explosive growth 

Maxident:&nbsp;

With this &#39;Maxident&#39;, he added the record of #1 on the &#39;Billboard 200&#39;, becoming the first K-pop artist to enter the first place on the chart and becoming an artist who has been ranked number one for consecutive albums  In addition, as of 2022, as the only artist to enter the &#39;Billboard 200&#39; with multiple works, he showed his true value in the global music market  The album &#39;Maxident&#39;, released on October 7, heralded a surge in popularity early on, surpassing 2 37 million pre-orders &nbsp;

100 million views on YouTube:&nbsp;

Recently, the music video &#39;7th 100 million views&#39; record was set, showing its power on YouTube  After &#39;God&rsquo;s Menu&#39;, &#39;Back Door, &#39;Maze&#39;, &#39;My Pace&#39;, &#39;Singer&#39;, &#39;Maniac&#39;, and &#39;Hellevator&#39;, a total of 7 music videos have reached the billion-view list, making &#39;100 million among 4th generation K-pop male groups  He maintained the title of &#39;Most View Music Videos&#39;  JYP Entertainment is delivering joy to Korean and foreign fans by providing various attractions such as the title song &#39;CASE 143&#39; choreography practice video, challenge content, and the b-side song &#39;Super Board&#39; video on the official social media handles 

ALSO READ: Seolhyun and Im Siwan star in the individual posters for &lsquo;I Don&rsquo;t Feel Like Doing Anything&rsquo;

Stay updated with the latest Hallyu news on:&nbsp;Instagram,&nbsp;YouTube,&nbsp;Twitter,&nbsp;Facebook&nbsp;and&nbsp;Snapchat

What do you think of the achievement? Let us know in the comments below &nbsp;
",2022-10-19T07:00:00Z,3,16
BTS’ RM’s low key visit to temple turns public as monk shares private comments on military enlistment,"BTS member RM is known to enjoy nature and everything calm in his down time  He frequently visits museums, galleries, temples, art festivals and more with his close friends and fellow music industry people for mental peace and to soak in the warmth  This has led to the coining of the term &lsquo;Namjoon-ing&rsquo; which combines his real name Kim Namjoon with the art of revelling in natural habitats &nbsp;

RM recently went to the Hwaeomsa Temple in Mount Jirisan and shared photos from his visit on his Instagram account  He was accompanied by the alternative K-pop group Balming Tiger&rsquo;s member San Yawn who also shared photos from the snow-clad location where the two seem to have stayed for a while 

Details of RM&rsquo;s visit revealed

On January 4, reports were released about RM visiting the Hwaeomsa Temple to experience the traditional Buddhist culture of a thousand-year-old temple  Further information such as his one night two days stay on the 29th of last month and his chat with the head monk Venerable Deokmun of the temple were talked about  His conversation about wanting to visit the place earlier as well as the past donations of 500 bags every year to Good World Charity Bank, a children&#39;s relief organization and their use by kids in the Philippines, was made public through reports 

RM on his military enlistment

It seems that RM had a chat with the head monk about his upcoming enlistment who asked him about his feelings on not receiving military exemption and if he was sad  To this, the BTS leader is said to have replied with wise words saying that as a citizen of South Korea, he wishes to fulfil his duty and only then he will be able to speak about rights  He added that he would think of the experience as turning into an adult &nbsp;

The monk is said to have replied with considering a year and a half out of his 80 years life span as precious time to look back on and not a waste  Venerable Deokmun reportedly wished that BTS&#39; RM continues to make good music even when he becomes old, and added that he wished they would help others just as much love as BTS has received from global fans  He further continued that he hoped the group would become an existence that transcends music instead of someone that easily disappears &nbsp;

RM&rsquo;s signed copy of his recently released album &lsquo;Indigo&rsquo; which was given to the head monk was also revealed through photos shared with the media 

RM&rsquo;s response

On January 5, BTS member RM took to his Instagram stories to react to the reports made about his visit  He seemingly called out the temple for publicizing his private visit as he wrote, &ldquo;I was grateful for the time spent there, but didn&rsquo;t expect an article about it&hellip;&rdquo; and added a laughing emoji to it  He made his plans clear for future visits which he would like to be private, saying &ldquo;Next time I&rsquo;ll quietly visit another temple &rdquo;
RM seemed unimpressed with the actions of the temple as he spoke about how he likes to move usually, which is low-key  He further made a very clear statement calling them out by hashtagging &ldquo;low key must be low key&rdquo; in his last Instagram story  The BTS member also removed his post with photos from his visit to the temple from his feed expressing his wishes 
RM visiting another art gallery

In different news, the BTS member recently made a stop at the Gyeongnam Museum of Art in Changwon to see the Lee Kunhee special exhibition  His attendance was only noted on following his visit and seeing the photos he shared on his Instagram  RM has become quite popular in the art industry for his interest in collecting pieces that are not only well-known but also the ones that he personally enjoys or finds meaning in  The officials of Gyeongnam Museum of Art said that they were unaware of his visit and believe that the singer quietly saw the exhibition and returned 

Fans of the BTS member are in full support of him asking for privacy and calling out the actions of the temple officials who unbeknownst to him made his comments on his military enlistment public as well as the details of past donations 

Meanwhile, RM recently dropped his solo debut album &lsquo;Indigo&rsquo; on December 2, 2022 which consists of 10 tracks led by the immensely passionate &lsquo;Wild flower&rsquo;  He worked on the songs from the studio album with multiple artists from around the world to make a critically praised release  It follows his two previous mixtapes, &lsquo;RM&rsquo; and &lsquo;mono&rsquo; which were released in 2015 and 2018 respectively 

Stay updated with the latest Hallyu news on: Instagram, YouTube, Twitter, Facebook and Snapchat
ALSO READ: BIGBANG’s Taeyang announces collab VIBE with Jimin of BTS: G-Dragon supports member",2023-01-05T09:42:45Z,3,9
WATCH: Stray Kids find themselves in a sticky situation in the gripping preview for ‘Ddeng’ ,"Stray Kids will release their new mini album 'ODDINARY' and the title song 'MANIAC' on March 18, 2022  Prior to this, JYP Entertainment announced on the official social media handles a video of Stray Kids' signature teasing content 'UNVEIL: TRACK', which introduces new songs for every comeback, and predicted a high-quality album  On March 13th, the teaser video for the new song 'Ddeng', the third 'UNVEIL: TRACK' following 'Spider Web' and 'Lonely St ', was opened and the atmosphere heated up even more  This video starts with Bang Chan reading a newspaper, and consists of scenes reminiscent of noir movies, such as shooting practice and operational plans  The appearance of Stray Kids, who firmly confronted the villains without giving in to the villains, instilled a thrilling tension  Here, on top of the heavy hip-hop beat, the anticipation for the new song 'Ddeng' has been raised by the energetic lyrics of ‘ Freeze, Ddeng’ with a loud shout in front https://www youtube com/embed/jVE6h4MALZAStray Kids is showing off the aspect of a 'self-producing group' that actively participates in the song work for each album and goes on and on  Including the title song 'MANIAC', 'Spider Web', 'Charmer', 'Ddeng', 'Lonely St ', 'Blooming (Bangchan, Lee Know, Seungmin, I N)', 'Muddy Water (Changbin, Hyunjin, Han, Felix)’ , etc , in the new album, with Bang Chan, Changbin, and Han of the group's producing team 3RACHA, all members were listed on the credit, and their strong personality was melted The title song 'MANIAC' is a collaboration between the producer sub-unit 3RACHA and writer VERSACHOI, who worked together on 'God’s Menu', one of the representative songs of 'Malamat Music'  It contains the story of abnormal people who break the frame of normality set by the world, and the bold sound and addictive melody form a colorful harmony ALSO READ: WATCH: (G)I-DLE are all about their carefree attitude in the MV teaser for ‘TOMBOY’  Join the biggest community of K-Pop fans live on Pinkvilla Rooms to get one step closer to your favourite K-Celebs! Click here to join What do you think of the preview? Let us know in the comments below  ",2022-03-13T08:00:00Z,3,16
BLACKPINK's DDU-DU DDU-DU becomes 1st K-pop MV to cross 2 Billion views; 5 best group moments in 2022,"BLACKPINK&rsquo;s DDU-DU DDU-DU has just created history by becoming the first K-Pop music video to have crossed 2 billion views on YouTube  DDU-DU DDU DU was also a major commercial success both in South Korea and worldwide 

BLACKPINK is a K-pop girl group of four members, Jisoo, Jennie, Ros&eacute;, and Lisa, who quickly rose to fame with their incredible stage presence and amazing songs  The group, founded by YG Entertainment, has won the hearts of millions of people across the countries besides being the ambassadors of luxury brands such as Chanel, Dior, Celine, and Yves Saint Laurent 

As BLACKPINK has achieved this major milestone, let&rsquo;s take a look at their best moments from 2022 which has certainly helped them grow and shine together as a group 

1  BLACKPINK chosen as TIME&rsquo;s Entertainer of the Year 2022

BLACKPINK created history by winning the title of TIME&rsquo;s Entertainer of the Year 2022  They pleasantly surprised K-pop lovers by being the first girl group ever to win this title  The magazine also described them as the icons of this generation who have been leading trends throughout the year along with making waves in the international music charts 

The K-pop group also mentioned in an interview that they enjoy every moment of creating music and good results follow because of the same  Further, the group thanked BLINKs for supporting them through every step 

2  Lisa won Best K-Pop Award at VMAs

BLACKPINK once again created history at the VMAs after Lisa won the award for Best K-pop for her album &lsquo;LALISA&rsquo;  Lisa Manoban was among the first female solo artists to win this award  A video was also circulated on social media as an ecstatic Lisa went onto the stage while her bandmates cheered for her 

The other members, Jennie, Ros&eacute;, and Jisoo&nbsp;were there to support Lisa and hugged her excitedly after she received the award  In her speech, Lisa gave a shout-out to her fellow bandmates who have loved and supported her  Additionally, BLACKPINK also won Best Metaverse Performance as a group at the VMAs 2022 

3  BLACKPINK&rsquo;s win at MAMA Awards 2022

2022 also saw the K-pop group winning the 2022 MAMA Awards, which were held in Japan in November 2022  BLACKPINK secured a position in the top 10 for the Worldwide Fans&rsquo; choice award category  They created history by being the only female group that won the award in 2022 alongside soloist PSY and 8 K-pop boy groups  The winners of this award were decided by fans&#39; votes in a series of polls 

The girl group was also honoured with a dance tribute to their song &lsquo;Pink Venom&rsquo;, though they did not attend the MAMA Awards 2022 
4  Viral &lsquo;Pink Venom&rsquo; Concept Teaser

In August 2022, the K-Pop girl group dropped a teaser of &lsquo;Pink Venom&rsquo; that instantly went viral  A sneak peek of the video revealed the members looking stunning as always while giving their fans an idea of the concepts used in the video  BLINKs in particular were pleasantly surprised with the dynamic moves and catchy music of the video when it was released 

The BORN PINK world tour of BLACKPINK which will resume in the first week of January is at a whole new level  This world tour was inspired by their album of the same name and tends to be one of the largest world tours for the K-pop group ever  It will end on May 13 in Singapore and will cover the cities like Hong Kong, Bangkok, Kuala Lumpur, Jakarta, Manila, Kaohsiung, and Abu Dabhi  BLACKPINK will also be the first female group to hold solo concerts in Abu Dabhi and Riyadh 

Previously, the members have also talked about the importance of this K-pop group in their life and how it will continue to remain so even when they get much older  Lisa mentioned that even after they get married someday and go on different paths, she hopes that they still come together to perform a reunion concert &nbsp;&nbsp;&nbsp;&nbsp;

5  BLACKPINK&rsquo;s song Lovesick Girls featured in The Simpsons

One of the K-pop group tracks, &lsquo;Lovesick Girls&rsquo;, was also featured in the well-known American TV show &lsquo;The Simpsons&rsquo;  In one episode, Lisa Simpson&rsquo;s main character of the show also reveals her love and adoration of K-pop with a special emphasis on BLACKPINK  Overall, it is crystal clear that this female band has taken the music industry by storm with incredible talent and astonishing beauty 

BLACKPINK&rsquo;s career has taken significant strides with their songs breaking worldwide records  They have been winning awards and establishing K-pop as a global phenomenon  The meteoric rise of this K-pop group has certainly made quite a wave into the music industry, from their iconic fashion choices to lively choreography 
ALSO READ: BTS’ Jimin, BLACKPINK’s Lisa and more: Top 10 K-Pop artists who achieved multiple followers in 2022",2023-01-05T10:24:25Z,3,9
BIGHIT MUSIC makes official statement about sending gifts to BTS’ Jin; Jungkook to release a new song?,"On January 5, BIGHIT MUSIC, the agency of BTS, said on Weverse, &quot;Thanks to the warm consideration and support of the fans in December 2022, Jin enlisted and is currently receiving training diligently  Thank you for your interest and support on the day of enlistment  We will inform you of matters that require additional cooperation during the period of fulfilling your military service &quot;

Agency&rsquo;s response:

The agency said, &quot;The recruit training center is a space used by general soldiers and is a space for military training  If letters and gifts from fans are delivered intensively at once, it is difficult to store and there is a risk of loss, so letters and gifts are delivered by mail  We urge you to refrain from doing so &rdquo; Then, &quot;When sending a warm message to an artist, use the hashtag &#39;#Dear_Jin_from_ARMY&#39; on Weverse to leave a message, and we will support the artist so that he can check it himself  Mail delivery of letters, gifts, etc  We urge you to refrain from doing so,&rdquo; he added 

In order to prevent safety accidents, the agency added a request to refrain from visiting fans at Jin&#39;s recruit training completion ceremony  Born in 1992, Jin, the eldest member of BTS, entered the 5th Division Recruit Training Battalion in Yeoncheon, Gyeonggi-do on December 13 last year  After five weeks of basic military training, he is assigned to a self-defense unit  Following Jin, the remaining BTS members plan to enlist sequentially after completing their individual activities 

About the group:

The agency said, &quot;We and the members hope to resume activities as a complete group of BTS in approximately 2025, but it is difficult to specify an exact time at this point  Individual activities of some members are scheduled until the first half of 2023, and BTS has prepared various contents in advance  We will make sure that the boys can be together with their fans &rdquo;

Full statement:&nbsp;

&ldquo;Hello 

This is Big Hit Music 

Thank you to all the fans who always love BTS generously  Last December, thanks to the warm consideration and support of the fans, BTS Jin enlisted and is currently undergoing training diligently  We would like to thank the fans for their interest and support on the day of enlistment, and we will inform you of the matters requiring additional cooperation during the period of fulfilling the military service of the artist 

The boot camp is a space used by general soldiers and is a space for military training  If letters and gifts from fans are delivered intensively at once, it is difficult to store and there is a risk of loss, so we ask that you refrain from mailing letters and gifts  Also, when sending a warm message to an artist, use the hashtag #Dear_Jin_from_ARMY on Weverse to leave a message, and we will support you so that the artist can directly check it  We ask that you refrain from mail delivery of letters and gifts, even after the completion of training for recruits and their deployment 

Lastly, I would like to ask you about the recruitment training completion ceremony  In order to prevent safety accidents due to congestion at the site, we ask fans to refrain from visiting the site, and please send off and encourage Jin only with your heart  We ask for your continuous support and love until the day Jin fulfills her military service and returns in good health  We will spare no effort and continuous support 

thank you&rdquo;

Jungkook with GroovyRoom&rsquo;s Hwimin:

On January 3rd, Hwimin, a member of the hip-hop producer team GroovyRoom, posted 8 photos of his recent situation on Instagram  Among them, a photo taken with Jungkook, a member of BTS, was included  In the photo, the two are smiling brightly and making a V gesture  It is known that other members of Groovy Room recently followed Jungkook&#39;s social media  Accordingly, netizens expressed their anticipation, guessing whether Jungkook and Groovy Room worked together on music 
        View this post on Instagram            A post shared by GroovyRoom HWIMIN  Lil Moshpit (@hwimmm)
Jungkook&rsquo;s recent activities:

At the opening ceremony of the 2022 FIFA World Cup in Qatar, Jungkook performed the main highlight stage with the World Cup official soundtrack &lsquo;Dreamers&rsquo; as a Korean singer for the first time  Jungkook proved his popularity by becoming the world&#39;s most listened to K-Pop solo artist in the year-end &lsquo;Top K-Pop Artist of 2022&rsquo; on Spotify, the world&#39;s largest music platform  &#39;Dreamers&#39;, which Jungkook participated in singing, ranked 5th in world digital song sales  In addition, it boasted its influence in the global ranking, which ranks by aggregating streaming and sales in more than 200 countries and regions around the world, and ranked in the ranking for 6 consecutive weeks 

ALSO READ: BLACKPINK&#39;s DDU-DU DDU-DU becomes 1st K-pop MV to cross 2 Billion views; 5 best group moments in 2022

Stay updated with the latest Hallyu news on:&nbsp;Instagram,&nbsp;YouTube,&nbsp;Twitter,&nbsp;Facebook&nbsp;and&nbsp;Snapchat

What do you think of the situation? Let us know in the comments below &nbsp;
",2023-01-05T11:27:31Z,3,10
"BTS: SUGA aka Min Yoongi drops shirtless pics in artistic photoshoot; ARMY has a wild meltdown, 'This is so unprovoked' [View Tweets]","BTS Chapter 2 is exactly the opposite of what BTS chapter 1 has been. The boys have been exploring themselves as artists and their individual personalities more openly. The old BTS ARMY is in shock and is kinda having a tough time dealing with it. Ever since the BTS members – RM, Jin, Suga, J-Hope, Jimin, Taehyung and Jungkook – entered chapter 2, they have become bolder. Well, the ARMY knows what it means. One by one, each of the BTS members have been opening a thirst trap and right now, a wild meltdown is happening and it's all thanks to Min Yoongi aka Suga Hollywood News and Twitter is trending and buzzing because of BTS member Min Yoongi aka Suga. His latest photoshoot has sent shockwaves amongst the ARMY. Suga usually is not that active on Instagram and it's great because whenever he comes online, he causes mayhem. And that's what he's done even now. Min Yoongi went shirtless. He dropped 4 pictures, two of the same aesthetics. The First set is about Suga, shirtless and his neck covered in flowers. The second set is Suga, still shirtless, but with a single-shade abstract threaded headgear. AgustD put a monkey-shying emoticon in the caption, that's it It is not known whether the pictures that the Run BTS hitmaker shared are from his Photo folio series. But it will be J-Hope's Photo series that will be released before that of Suga. Well, let Suga reveal all in his own time. Meanwhile, he would be enjoying the wild thirst trap he started after dropping the photos. ARMY is going berserk over his photoshoot Meanwhile, Suga had That That with Psy which was released in May last year. It also won big at the MAMA 2022. He has his own drinking show on YouTube. Talking about his mandatory military service, it is been said that he might fulfil his mandatory services as a social service agent instead of an active duty soldier",2023-01-05T11:24:44Z,1,11
RIP Queen Elizabeth II: BTS ARMY revisits the theory of Princess Diana reincarnating as Jungkook after the demise of the royal [View Tweets],"A faction of BTS ARMY can be very imaginative. As we know, there are a lot of theories on how Princess Diana reincarnated as Jungkook. She passed away on August 31, 1997 and as we know, Jungkook was born on September 1, 1997. Some fans have drawn many similarities between the popular princess and Jungkook like how their smiles look similar, and even shared pics of them in cardigans with matching prints. Yesterday, the Queen of England Elizabeth II passed away at the age of 96. It is a huge loss for Great Britain. The Queen had been active till old age, and was seen as a role model by many Yesterday, BTS also did a VLive for Chuseok, which is the three day festival of Korea. It is a harvest festival, and time when folks visit extended families and relatives. All the members were there but Jungkook was too sleepy. He said he had medicines for an allergy which could have made him drowsy. Some weird fans started off a conversation that he was possessed by the spirit of late Princess Diana on the day of the demise of the Queen Of England. The hashtag #Jungkook began trending under the topic of the royal family. This is how people reacted on the same But this has not impressed many including BTS ARMYs. They feel such a conversation has been started by someone who is a hater. The Queen of England held a special place in the hearts of UK citizens. Making such a theory on the day of her demise looks insensitive. As we know, a nation is in mourning. BTS has always conducted themselves with utmost dignity. Such conspiracy theories do not reflect well on the K-Pop kings",2022-09-09T07:00:00Z,1,10
BTS member Kim Taehyung talking about buying affordable wine for band members is relatable AF,"BTS members RM (Kim Namjoon), Jin (Kim Seokjin), Suga (Min Yoongi), J-Hope (Jung Hoseok), Jimin's (Park Jimin) Weekend Weverse Interviews are already out and now, it's time for BTS V aka Kim Taehyung. Jungkook's (Jeon Jungkook) interview is next. In his chat, V shared that he loves buying liquor for his bandmates. Yep, you read that right. Now, BTS ARMY, y'all will know V is fond of wine. And hence, he revealed that he likes buying wine that is reasonably priced Taehyung was asked about what kind of hideout he would like to have to spend time with other BTS members to which he said he would love to have a hideout full of games. V aka Kim Taehyung wants a lot of things with which the members can spend time, chill and relax. He also wants a basketball rim and more activities to be included in the hideout. However, when asked if he would like it in the city or some place quiet, V picked the latter saying, ""I want a quiet place where we can get good rest When asked about his role in the hideout, Taehyung said he would be in charge of getting all the stuff they need. When asked if he would get wine as he likes them, the Christmas Tree singer agreed, saying, that he always does that. ""Whenever we get together, I bring food that I want to share with our members. It's usually wine. Oh, and I like reasonably priced wine. Expensive wine doesn't fit me that well,"" he said laughing and added, ""The members always like the wine that I bring TaeTae was asked where he would spend his weekend with ARMY, he said he would take them to a music store and recommend some music. When asked what message he has for the ARMY, BTS V said he would want them to spend their weekend having loads of fun and not a single moment of boredom Meanwhile, the BTS Proof track list is dropping every day. BTS Proof is an anthology album by BTS members which will include three brand new tracks. Yet To Come, Run BTS are revealed to be new tracks till now",2022-05-10T07:00:00Z,1,1
Kim Taehyung-Jennie dating rumours: HD version of edited pic goes viral after BTS V shares video with his pet Yeontan; fans react [View Tweets],"One of the attention-grabbing things in BTS ARMY and Blink's life is the dating rumour between Kim Taehyung and Jennie Kim. It doesn't seem to die down and the fandoms have been arguing forever now! Both the artists BTS V and Jennie have kept mum and their dating rumours. Talking about the dating rumours, every day there are images surfacing, going viral and circulated online, claiming to be leaked images as proof of Taehyung and Jennie's relationship. There has been no confirmation about the same, but the one leaking the images claims that everything is real. An HD pic seems to have surfaced now So, yesterday, V aka Kim Taehyung shared a video with Yeontan. It was a cute and the most adorable video wherein BTS V made Yeontan play with him before giving him his treat. After the video was shared, an old picture shared by Gurumi Haribo resurfaced and allegedly in an HD format. The picture is cut at the upper side where Jennie's picture is seen. The picture claims to be a video call between the two artists ARMYs and Blinks have previously called out the pictures as fake and edited. Even before the pics have been called out as fake wherein the ARMYs dissected the editing skills of the photo editor and the one who leaked them. And now, they have again slammed the edited picture saying that the whole door has been edited out in the new image It’s been weeks since Kim Taehyung and Jennie have been linked together. Earlier the agencies YG Entertainment and HYBE aka Big Hit released vague statements about edited pictures without addressing the alleged affair. BTS V's pet pooch, Yeontan, has been dragged into their rumoured affair previously. A picture alleged to be clicked by Jennie was shared stating that she clicked the picture of Yeontan",2022-10-06T07:00:00Z,1,14
